;Substructure;OccurrenceList0;OccurrenceList1;True/False Bonferonni;True/False Benj-Hoch
2748;CCSC(N)CNC(=O)Cccc;0,0,0,0;0,1,0,0;False;False
2749;CSC1C(NC(=O)CN)C(=O)N1CC(=O)O;0,0,0,0;0,1,0,0;False;False
2750;cCC(=O)NC1C(=O)N(CC(=O)O)C1SC;0,0,0,0;0,1,0,0;False;False
2751;ccccCC(=O)NCC(=O)NCC(=O)O;0,0,0,0;0,1,1,0;False;False
2752;cC(N)C(=O)NCC(NCC(=O)O)SC;0,0,0,0;0,1,0,0;False;False
2753;ccccCC(=O)NCCNCC(=O)O;0,0,0,0;0,1,1,0;False;False
2754;ccCC(=O)NCC(NCC(=O)O)SC;0,0,0,0;0,1,0,0;False;False
2755;CN1CC(NC(=O)C(N)c(c)c)C1=O;0,0,0,0;0,1,0,0;False;False
2756;CN1CC(NC(=O)C(N)ccc)C1=O;0,0,0,0;0,1,0,0;False;False
2757;CN1C(=O)C(NC(=O)C(N)cc)C1S;0,0,0,0;0,1,0,0;False;False
2758;cC(N)C(=O)NC1C(=O)N(C)C1SC;0,0,0,0;0,1,0,0;False;False
2759;CN1CC(NC(=O)Cc(c)cc)C1=O;0,0,0,0;0,1,0,0;False;False
2760;CN1C(=O)C(NC(=O)Cc(c)c)C1S;0,0,0,0;0,1,0,0;False;False
2761;CN1CC(NC(=O)Ccccc)C1=O;0,0,0,0;0,1,0,0;False;False
2762;CN1C(=O)C(NC(=O)Cccc)C1S;0,0,0,0;0,1,0,0;False;False
2763;CN1C(=O)C(NC(=O)Ccc)C1SC;0,0,0,0;0,1,0,0;False;False
2764;CNC(=O)CNC(=O)C(N)c(c)cc;0,0,0,0;0,1,0,0;False;False
2765;CNC(=O)CNC(=O)C(N)cccc;0,0,0,0;0,1,0,0;False;False
2766;CNC(=O)CNC(=O)Cc(c)ccc;0,0,0,0;0,1,0,0;False;False
2767;CNC(=O)CNC(=O)Cc(cc)cc;0,0,0,0;0,1,0,0;False;False
2768;CNC(=O)CNC(=O)Cccccc;0,0,0,0;0,1,0,0;False;False
2769;CNCCNC(=O)C(N)c(c)cc;0,0,0,0;0,1,0,0;False;False
2770;CNC(S)CNC(=O)C(N)c(c)c;0,0,0,0;0,1,0,0;False;False
2771;CNCCNC(=O)C(N)cccc;0,0,0,0;0,1,0,0;False;False
2772;CNC(S)CNC(=O)C(N)ccc;0,0,0,0;0,1,0,0;False;False
2773;CNC(CNC(=O)C(N)cc)SC;0,0,0,0;0,1,0,0;False;False
2774;CNCCNC(=O)Cc(c)ccc;0,0,0,0;0,1,0,0;False;False
2775;CNCCNC(=O)Cc(cc)cc;0,0,0,0;0,1,0,0;False;False
2776;CNC(S)CNC(=O)Cc(c)cc;0,0,0,0;0,1,0,0;False;False
2777;CNC(CNC(=O)Cc(c)c)SC;0,0,0,0;0,1,0,0;False;False
2778;CNCCNC(=O)Cccccc;0,0,0,0;0,1,0,0;False;False
2779;CNC(S)CNC(=O)Ccccc;0,0,0,0;0,1,0,0;False;False
2780;CNC(CNC(=O)Cccc)SC;0,0,0,0;0,1,0,0;False;False
2781;ccccC(N)C(=O)NC1CNC1=O;0,0,0,0;0,1,0,0;False;False
2782;cccc(c)CC(=O)NC1CNC1=O;0,0,0,0;0,1,1,0;False;False
2783;cccccCC(=O)NC1CNC1=O;0,0,0,0;0,1,1,0;False;False
2784;ccccCC(=O)NC1C(=O)NC1S;0,0,0,0;0,1,1,0;False;False
2785;cccc(c)C(N)C(=O)NCC(N)=O;0,0,0,0;0,1,0,0;False;False
2786;cccccC(N)C(=O)NCC(N)=O;0,0,0,0;0,1,0,0;False;False
2787;NC(=O)CNC(=O)Cc1ccccc1;0,0,0,0;0,1,1,0;False;False
2788;cccc(c)C(N)C(=O)NCCN;0,0,0,0;0,1,0,0;False;False
2789;cccccC(N)C(=O)NCCN;0,0,0,0;0,1,0,0;False;False
2790;ccccC(N)C(=O)NCC(N)S;0,0,0,0;0,1,0,0;False;False
2791;NCCNC(=O)Cc1ccccc1;0,0,0,0;0,1,1,0;False;False
2792;cccc(c)CC(=O)NCC(N)S;0,0,0,0;0,1,1,0;False;False
2793;cccccCC(=O)NCC(N)S;0,0,0,0;0,1,1,0;False;False
2794;ccccCC(=O)NCC(N)SC;0,0,0,0;0,1,1,0;False;False
2795;cccc(c)C(N)C(=O)NC(C)C=O;0,0,0,0;0,1,0,0;False;False
2796;cccccC(N)C(=O)NC(C)C=O;0,0,0,0;0,1,0,0;False;False
2797;ccccC(N)C(=O)NC(C=O)CS;0,0,0,0;0,1,0,0;False;False
2798;CC(C=O)NC(=O)Cc1ccccc1;0,0,0,0;0,1,1,0;False;False
2799;cccc(c)CC(=O)NC(C=O)CS;0,0,0,0;0,1,1,0;False;False
2800;cccccCC(=O)NC(C=O)CS;0,0,0,0;0,1,1,0;False;False
2801;ccccCC(=O)NC(C=O)CSC;0,0,0,0;0,1,1,0;False;False
2802;NC(C(=O)NCC=O)c1ccccc1;0,0,0,0;0,1,0,0;False;False
2803;CCNC(=O)C(N)c1ccccc1;0,0,0,0;0,1,0,0;False;False
2804;cccc(c)C(N)C(=O)NCCS;0,0,0,0;0,1,0,0;False;False
2805;cccccC(N)C(=O)NCCS;0,0,0,0;0,1,0,0;False;False
2806;ccccC(N)C(=O)NCCSC;0,0,0,0;0,1,0,0;False;False
2807;O=C(Cc1ccccc1)NCCS;0,0,0,0;0,1,1,0;False;False
2808;cccc(c)CC(=O)NCCSC;0,0,0,0;0,1,1,0;False;False
2809;cccccCC(=O)NCCSC;0,0,0,0;0,1,1,0;False;False
2810;CC(C)=C(C(=O)O)N1CC(NC(=O)CN)C1=O;0,0,0,0;0,1,0,0;False;False
2811;cCC(=O)NC1CN(C(C(=O)O)=C(C)C)C1=O;0,0,0,0;0,1,0,0;False;False
2812;CC(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12;0,0,0,0;0,1,0,0;False;False
2813;cC(N)C(=O)NCC(=O)NC(C(=O)O)=C(C)C;0,0,0,0;0,1,0,0;False;False
2814;CC(CS)=C(NC(=O)CNC(=O)CN)C(=O)O;0,0,0,0;0,1,0,0;False;False
2815;ccCC(=O)NCC(=O)NC(C(=O)O)=C(C)C;0,0,0,0;0,1,0,0;False;False
2816;cCC(=O)NCC(=O)NC(C(=O)O)=C(C)CS;0,0,0,0;0,1,0,0;False;False
2817;cC(N)C(=O)NCCNC(C(=O)O)=C(C)C;0,0,0,0;0,1,0,0;False;False
2818;CC1=C(C(=O)O)NC(CNC(=O)CN)SC1;0,0,0,0;0,1,0,0;False;False
2819;ccCC(=O)NCCNC(C(=O)O)=C(C)C;0,0,0,0;0,1,0,0;False;False
2820;cCC(=O)NCC1NC(C(=O)O)=C(C)CS1;0,0,0,0;0,1,0,0;False;False
2821;CC(=CC(=O)O)CSCC(C=O)NC(=O)CN;0,0,0,0;0,1,0,0;False;False
2822;cCC(=O)NC(C=O)CSCC(C)=CC(=O)O;0,0,0,0;0,1,0,0;False;False
2823;cC(N)C(=O)NCCSCC(C)=CC(=O)O;0,0,0,0;0,1,0,0;False;False
2824;ccCC(=O)NCCSCC(C)=CC(=O)O;0,0,0,0;0,1,0,0;False;False
2825;cC(N)C(=O)NC1CN(C=C(C)C)C1=O;0,0,0,0;0,1,0,0;False;False
2826;CC1=CN2C(=O)C(NC(=O)CN)C2SC1;0,0,0,0;0,1,0,0;False;False
2827;ccCC(=O)NC1CN(C=C(C)C)C1=O;0,0,0,0;0,1,0,0;False;False
2828;cCC(=O)NC1C(=O)N2C=C(C)CSC12;0,0,0,0;0,1,0,0;False;False
2829;ccC(N)C(=O)NCC(=O)NC=C(C)C;0,0,0,0;0,1,0,0;False;False
2830;cC(N)C(=O)NCC(=O)NC=C(C)CS;0,0,0,0;0,1,0,0;False;False
2831;cc(c)CC(=O)NCC(=O)NC=C(C)C;0,0,0,0;0,1,0,0;False;False
2832;cccCC(=O)NCC(=O)NC=C(C)C;0,0,0,0;0,1,0,0;False;False
2833;ccCC(=O)NCC(=O)NC=C(C)CS;0,0,0,0;0,1,0,0;False;False
2834;ccC(N)C(=O)NCCNC=C(C)C;0,0,0,0;0,1,0,0;False;False
2835;cC(N)C(=O)NCC1NC=C(C)CS1;0,0,0,0;0,1,0,0;False;False
2836;cc(c)CC(=O)NCCNC=C(C)C;0,0,0,0;0,1,0,0;False;False
2837;cccCC(=O)NCCNC=C(C)C;0,0,0,0;0,1,0,0;False;False
2838;ccCC(=O)NCC1NC=C(C)CS1;0,0,0,0;0,1,0,0;False;False
2839;cC(N)C(=O)NC(C=O)CSCC(=C)C;0,0,0,0;0,1,0,0;False;False
2840;C=C(C)CSCC(C=O)NC(=O)Ccc;0,0,0,0;0,1,0,0;False;False
2841;C=C(C)CSCCNC(=O)C(N)cc;0,0,0,0;0,1,0,0;False;False
2842;C=C(C)CSCCNC(=O)Cc(c)c;0,0,0,0;0,1,0,0;False;False
2843;C=C(C)CSCCNC(=O)Cccc;0,0,0,0;0,1,0,0;False;False
2844;cC(N)C(=O)NC1CN(C(=CC)C(=O)O)C1=O;0,0,0,0;0,1,0,0;False;False
2845;CC=C(C(=O)O)N1C(=O)C(NC(=O)CN)C1S;0,0,0,0;0,1,0,0;False;False
2846;ccCC(=O)NC1CN(C(=CC)C(=O)O)C1=O;0,0,0,0;0,1,0,0;False;False
2847;cCC(=O)NC1C(=O)N(C(=CC)C(=O)O)C1S;0,0,0,0;0,1,0,0;False;False
2848;ccC(N)C(=O)NCC(=O)NC(=CC)C(=O)O;0,0,0,0;0,1,0,0;False;False
2849;cc(c)CC(=O)NCC(=O)NC(=CC)C(=O)O;0,0,0,0;0,1,0,0;False;False
2850;cccCC(=O)NCC(=O)NC(=CC)C(=O)O;0,0,0,0;0,1,0,0;False;False
2851;ccC(N)C(=O)NCCNC(=CC)C(=O)O;0,0,0,0;0,1,0,0;False;False
2852;cC(N)C(=O)NCC(S)NC(=CC)C(=O)O;0,0,0,0;0,1,0,0;False;False
2853;cc(c)CC(=O)NCCNC(=CC)C(=O)O;0,0,0,0;0,1,0,0;False;False
2854;cccCC(=O)NCCNC(=CC)C(=O)O;0,0,0,0;0,1,0,0;False;False
2855;ccCC(=O)NCC(S)NC(=CC)C(=O)O;0,0,0,0;0,1,0,0;False;False
2856;ccC(N)C(=O)NC1CN(C=CC)C1=O;0,0,0,0;0,1,0,0;False;False
2857;cC(N)C(=O)NC1C(=O)N(C=CC)C1S;0,0,0,0;0,1,0,0;False;False
2858;cc(c)CC(=O)NC1CN(C=CC)C1=O;0,0,0,0;0,1,0,0;False;False
2859;cccCC(=O)NC1CN(C=CC)C1=O;0,0,0,0;0,1,0,0;False;False
2860;ccCC(=O)NC1C(=O)N(C=CC)C1S;0,0,0,0;0,1,0,0;False;False
2861;cc(c)C(N)C(=O)NCC(=O)NC=CC;0,0,0,0;0,1,0,0;False;False
2862;cccC(N)C(=O)NCC(=O)NC=CC;0,0,0,0;0,1,0,0;False;False
2863;ccc(c)CC(=O)NCC(=O)NC=CC;0,0,0,0;0,1,0,0;False;False
2864;ccccCC(=O)NCC(=O)NC=CC;0,0,0,0;0,1,0,0;False;False
2865;cc(c)C(N)C(=O)NCCNC=CC;0,0,0,0;0,1,0,0;False;False
2866;cccC(N)C(=O)NCCNC=CC;0,0,0,0;0,1,0,0;False;False
2867;ccC(N)C(=O)NCC(S)NC=CC;0,0,0,0;0,1,0,0;False;False
2868;ccc(c)CC(=O)NCCNC=CC;0,0,0,0;0,1,0,0;False;False
2869;cc(c)CC(=O)NCC(S)NC=CC;0,0,0,0;0,1,0,0;False;False
2870;ccccCC(=O)NCCNC=CC;0,0,0,0;0,1,0,0;False;False
2871;cccCC(=O)NCC(S)NC=CC;0,0,0,0;0,1,0,0;False;False
2872;cC(N)C(=O)NC1C(=O)NC1SCCC;0,0,0,0;0,1,0,0;False;False
2873;ccCC(=O)NC1C(=O)NC1SCCC;0,0,0,0;0,1,0,0;False;False
2874;ccC(N)C(=O)NC(C=O)CSCCC;0,0,0,0;0,1,0,0;False;False
2875;cc(c)CC(=O)NC(C=O)CSCCC;0,0,0,0;0,1,0,0;False;False
2876;cccCC(=O)NC(C=O)CSCCC;0,0,0,0;0,1,0,0;False;False
2877;cc(c)C(N)C(=O)NCCSCCC;0,0,0,0;0,1,0,0;False;False
2878;cccC(N)C(=O)NCCSCCC;0,0,0,0;0,1,0,0;False;False
2879;ccC(N)C(=O)NCC(N)SCCC;0,0,0,0;0,1,0,0;False;False
2880;ccc(c)CC(=O)NCCSCCC;0,0,0,0;0,1,0,0;False;False
2881;cc(c)CC(=O)NCC(N)SCCC;0,0,0,0;0,1,0,0;False;False
2882;ccccCC(=O)NCCSCCC;0,0,0,0;0,1,0,0;False;False
2883;cccCC(=O)NCC(N)SCCC;0,0,0,0;0,1,0,0;False;False
2884;NCC(=O)NC1C(=O)N2C(C(=O)O)=CCSC12;0,0,0,0;0,1,0,0;False;False
2885;cCC(=O)NC1C(=O)N2C(C(=O)O)=CCSC12;0,0,0,0;0,1,0,0;False;False
2886;cC(N)C(=O)NCC(=O)NC(=CCS)C(=O)O;0,0,0,0;0,1,0,0;False;False
2887;ccCC(=O)NCC(=O)NC(=CCS)C(=O)O;0,0,0,0;0,1,0,0;False;False
2888;cC(N)C(=O)NCC1NC(C(=O)O)=CCS1;0,0,0,0;0,1,0,0;False;False
2889;ccCC(=O)NCC1NC(C(=O)O)=CCS1;0,0,0,0;0,1,0,0;False;False
2890;cC(N)C(=O)NC(C=O)CSCC=CC(=O)O;0,0,0,0;0,1,0,0;False;False
2891;ccCC(=O)NC(C=O)CSCC=CC(=O)O;0,0,0,0;0,1,0,0;False;False
2892;ccC(N)C(=O)NCCSCC=CC(=O)O;0,0,0,0;0,1,0,0;False;False
2893;cc(c)CC(=O)NCCSCC=CC(=O)O;0,0,0,0;0,1,0,0;False;False
2894;cccCC(=O)NCCSCC=CC(=O)O;0,0,0,0;0,1,0,0;False;False
2895;cC(N)C(=O)NC1C(=O)N2C=CCSC12;0,0,0,0;0,1,0,0;False;False
2896;ccCC(=O)NC1C(=O)N2C=CCSC12;0,0,0,0;0,1,0,0;False;False
2897;ccC(N)C(=O)NCC(=O)NC=CCS;0,0,0,0;0,1,0,0;False;False
2898;cc(c)CC(=O)NCC(=O)NC=CCS;0,0,0,0;0,1,0,0;False;False
2899;cccCC(=O)NCC(=O)NC=CCS;0,0,0,0;0,1,0,0;False;False
2900;ccC(N)C(=O)NCC1NC=CCS1;0,0,0,0;0,1,0,0;False;False
2901;cc(c)CC(=O)NCC1NC=CCS1;0,0,0,0;0,1,0,0;False;False
2902;cccCC(=O)NCC1NC=CCS1;0,0,0,0;0,1,0,0;False;False
2903;C=CCSCC(C=O)NC(=O)C(N)cc;0,0,0,0;0,1,0,0;False;False
2904;C=CCSCC(C=O)NC(=O)Cc(c)c;0,0,0,0;0,1,0,0;False;False
2905;C=CCSCC(C=O)NC(=O)Cccc;0,0,0,0;0,1,0,0;False;False
2906;C=CCSCCNC(=O)C(N)c(c)c;0,0,0,0;0,1,0,0;False;False
2907;C=CCSCCNC(=O)C(N)ccc;0,0,0,0;0,1,0,0;False;False
2908;C=CCSCCNC(=O)Cc(c)cc;0,0,0,0;0,1,0,0;False;False
2909;C=CCSCCNC(=O)Ccccc;0,0,0,0;0,1,0,0;False;False
2910;C=C(C(=O)O)N1CC(NC(=O)C(N)cc)C1=O;0,0,0,0;0,1,0,0;False;False
2911;cC(N)C(=O)NC1C(=O)N(C(=C)C(=O)O)C1S;0,0,0,0;0,1,0,0;False;False
2912;C=C(C(=O)O)N1CC(NC(=O)Cc(c)c)C1=O;0,0,0,0;0,1,0,0;False;False
2913;C=C(C(=O)O)N1CC(NC(=O)Cccc)C1=O;0,0,0,0;0,1,0,0;False;False
2914;C=C(C(=O)O)N1C(=O)C(NC(=O)Ccc)C1S;0,0,0,0;0,1,0,0;False;False
2915;C=C(NC(=O)CNC(=O)C(N)c(c)c)C(=O)O;0,0,0,0;0,1,0,0;False;False
2916;C=C(NC(=O)CNC(=O)C(N)ccc)C(=O)O;0,0,0,0;0,1,0,0;False;False
2917;C=C(NC(=O)CNC(=O)Cc(c)cc)C(=O)O;0,0,0,0;0,1,0,0;False;False
2918;C=C(NC(=O)CNC(=O)Ccccc)C(=O)O;0,0,0,0;0,1,0,0;False;False
2919;C=C(NCCNC(=O)C(N)c(c)c)C(=O)O;0,0,0,0;0,1,0,0;False;False
2920;C=C(NCCNC(=O)C(N)ccc)C(=O)O;0,0,0,0;0,1,0,0;False;False
2921;C=C(NC(S)CNC(=O)C(N)cc)C(=O)O;0,0,0,0;0,1,0,0;False;False
2922;C=C(NCCNC(=O)Cc(c)cc)C(=O)O;0,0,0,0;0,1,0,0;False;False
2923;C=C(NC(S)CNC(=O)Cc(c)c)C(=O)O;0,0,0,0;0,1,0,0;False;False
2924;C=C(NCCNC(=O)Ccccc)C(=O)O;0,0,0,0;0,1,0,0;False;False
2925;C=C(NC(S)CNC(=O)Cccc)C(=O)O;0,0,0,0;0,1,0,0;False;False
2926;C=CN1CC(NC(=O)C(N)c(c)c)C1=O;0,0,0,0;0,1,0,0;False;False
2927;C=CN1CC(NC(=O)C(N)ccc)C1=O;0,0,0,0;0,1,0,0;False;False
2928;C=CN1C(=O)C(NC(=O)C(N)cc)C1S;0,0,0,0;0,1,0,0;False;False
2929;C=CN1CC(NC(=O)Cc(c)cc)C1=O;0,0,0,0;0,1,0,0;False;False
2930;C=CN1C(=O)C(NC(=O)Cc(c)c)C1S;0,0,0,0;0,1,0,0;False;False
2931;C=CN1CC(NC(=O)Ccccc)C1=O;0,0,0,0;0,1,0,0;False;False
2932;C=CN1C(=O)C(NC(=O)Cccc)C1S;0,0,0,0;0,1,0,0;False;False
2933;C=CNC(=O)CNC(=O)C(N)c(c)cc;0,0,0,0;0,1,0,0;False;False
2934;C=CNC(=O)CNC(=O)C(N)cccc;0,0,0,0;0,1,0,0;False;False
2935;C=CNC(=O)CNC(=O)Cc(c)ccc;0,0,0,0;0,1,0,0;False;False
2936;C=CNC(=O)CNC(=O)Cc(cc)cc;0,0,0,0;0,1,0,0;False;False
2937;C=CNC(=O)CNC(=O)Cccccc;0,0,0,0;0,1,0,0;False;False
2938;C=CNCCNC(=O)C(N)c(c)cc;0,0,0,0;0,1,0,0;False;False
2939;C=CNC(S)CNC(=O)C(N)c(c)c;0,0,0,0;0,1,0,0;False;False
2940;C=CNCCNC(=O)C(N)cccc;0,0,0,0;0,1,0,0;False;False
2941;C=CNC(S)CNC(=O)C(N)ccc;0,0,0,0;0,1,0,0;False;False
2942;C=CNCCNC(=O)Cc(c)ccc;0,0,0,0;0,1,0,0;False;False
2943;C=CNCCNC(=O)Cc(cc)cc;0,0,0,0;0,1,0,0;False;False
2944;C=CNC(S)CNC(=O)Cc(c)cc;0,0,0,0;0,1,0,0;False;False
2945;C=CNCCNC(=O)Cccccc;0,0,0,0;0,1,0,0;False;False
2946;C=CNC(S)CNC(=O)Ccccc;0,0,0,0;0,1,0,0;False;False
2947;CCSC1NC(=O)C1NC(=O)C(N)cc;0,0,0,0;0,1,0,0;False;False
2948;CCSC1NC(=O)C1NC(=O)Cc(c)c;0,0,0,0;0,1,0,0;False;False
2949;CCSC1NC(=O)C1NC(=O)Cccc;0,0,0,0;0,1,0,0;False;False
2950;CCSCC(C=O)NC(=O)C(N)c(c)c;0,0,0,0;0,1,0,0;False;False
2951;CCSCC(C=O)NC(=O)C(N)ccc;0,0,0,0;0,1,0,0;False;False
2952;CCSCC(C=O)NC(=O)Cc(c)cc;0,0,0,0;0,1,0,0;False;False
2953;CCSCC(C=O)NC(=O)Ccccc;0,0,0,0;0,1,0,0;False;False
2954;CCSCCNC(=O)C(N)c(c)cc;0,0,0,0;0,1,0,0;False;False
2955;CCSC(N)CNC(=O)C(N)c(c)c;0,0,0,0;0,1,0,0;False;False
2956;CCSCCNC(=O)C(N)cccc;0,0,0,0;0,1,0,0;False;False
2957;CCSC(N)CNC(=O)C(N)ccc;0,0,0,0;0,1,0,0;False;False
2958;CCSCCNC(=O)Cc(c)ccc;0,0,0,0;0,1,0,0;False;False
2959;CCSCCNC(=O)Cc(cc)cc;0,0,0,0;0,1,0,0;False;False
2960;CCSC(N)CNC(=O)Cc(c)cc;0,0,0,0;0,1,0,0;False;False
2961;CCSCCNC(=O)Cccccc;0,0,0,0;0,1,0,0;False;False
2962;CCSC(N)CNC(=O)Ccccc;0,0,0,0;0,1,0,0;False;False
2963;cC(N)C(=O)NC1C(=O)N(CC(=O)O)C1SC;0,0,0,0;0,1,0,0;False;False
2964;ccccCC(=O)NC1CN(CC(=O)O)C1=O;0,0,0,0;0,1,1,0;False;False
2965;ccCC(=O)NC1C(=O)N(CC(=O)O)C1SC;0,0,0,0;0,1,0,0;False;False
2966;ccccC(N)C(=O)NCC(=O)NCC(=O)O;0,0,0,0;0,1,0,0;False;False
2967;cccc(c)CC(=O)NCC(=O)NCC(=O)O;0,0,0,0;0,1,1,0;False;False
2968;cccccCC(=O)NCC(=O)NCC(=O)O;0,0,0,0;0,1,1,0;False;False
2969;ccccC(N)C(=O)NCCNCC(=O)O;0,0,0,0;0,1,0,0;False;False
2970;ccC(N)C(=O)NCC(NCC(=O)O)SC;0,0,0,0;0,1,0,0;False;False
2971;cccc(c)CC(=O)NCCNCC(=O)O;0,0,0,0;0,1,1,0;False;False
2972;cc(c)CC(=O)NCC(NCC(=O)O)SC;0,0,0,0;0,1,0,0;False;False
2973;cccccCC(=O)NCCNCC(=O)O;0,0,0,0;0,1,1,0;False;False
2974;ccccCC(=O)NCC(S)NCC(=O)O;0,0,0,0;0,1,1,0;False;False
2975;cccCC(=O)NCC(NCC(=O)O)SC;0,0,0,0;0,1,0,0;False;False
2976;CN1CC(NC(=O)C(N)c(c)cc)C1=O;0,0,0,0;0,1,0,0;False;False
2977;CN1C(=O)C(NC(=O)C(N)c(c)c)C1S;0,0,0,0;0,1,0,0;False;False
2978;CN1CC(NC(=O)C(N)cccc)C1=O;0,0,0,0;0,1,0,0;False;False
2979;CN1C(=O)C(NC(=O)C(N)ccc)C1S;0,0,0,0;0,1,0,0;False;False
2980;CN1C(=O)C(NC(=O)C(N)cc)C1SC;0,0,0,0;0,1,0,0;False;False
2981;CN1CC(NC(=O)Cc(c)ccc)C1=O;0,0,0,0;0,1,0,0;False;False
2982;CN1CC(NC(=O)Cc(cc)cc)C1=O;0,0,0,0;0,1,0,0;False;False
2983;CN1C(=O)C(NC(=O)Cc(c)cc)C1S;0,0,0,0;0,1,0,0;False;False
2984;CN1C(=O)C(NC(=O)Cc(c)c)C1SC;0,0,0,0;0,1,0,0;False;False
2985;CN1CC(NC(=O)Cccccc)C1=O;0,0,0,0;0,1,0,0;False;False
2986;CN1C(=O)C(NC(=O)Ccccc)C1S;0,0,0,0;0,1,0,0;False;False
2987;CN1C(=O)C(NC(=O)Cccc)C1SC;0,0,0,0;0,1,0,0;False;False
2988;CNC(=O)CNC(=O)C(N)c(c)ccc;0,0,0,0;0,1,0,0;False;False
2989;CNC(=O)CNC(=O)C(N)c(cc)cc;0,0,0,0;0,1,0,0;False;False
2990;CNC(=O)CNC(=O)C(N)ccccc;0,0,0,0;0,1,0,0;False;False
2991;CNC(=O)CNC(=O)Cc1ccccc1;0,0,0,0;0,1,1,0;False;False
2992;CNCCNC(=O)C(N)c(c)ccc;0,0,0,0;0,1,0,0;False;False
2993;CNCCNC(=O)C(N)c(cc)cc;0,0,0,0;0,1,0,0;False;False
2994;CNC(S)CNC(=O)C(N)c(c)cc;0,0,0,0;0,1,0,0;False;False
2995;CNC(CNC(=O)C(N)c(c)c)SC;0,0,0,0;0,1,0,0;False;False
2996;CNCCNC(=O)C(N)ccccc;0,0,0,0;0,1,0,0;False;False
2997;CNC(S)CNC(=O)C(N)cccc;0,0,0,0;0,1,0,0;False;False
2998;CNC(CNC(=O)C(N)ccc)SC;0,0,0,0;0,1,0,0;False;False
2999;CNCCNC(=O)Cc1ccccc1;0,0,0,0;0,1,1,0;False;False
3000;CNC(S)CNC(=O)Cc(c)ccc;0,0,0,0;0,1,0,0;False;False
3001;CNC(S)CNC(=O)Cc(cc)cc;0,0,0,0;0,1,0,0;False;False
3002;CNC(CNC(=O)Cc(c)cc)SC;0,0,0,0;0,1,0,0;False;False
3003;CNC(S)CNC(=O)Cccccc;0,0,0,0;0,1,0,0;False;False
3004;CNC(CNC(=O)Ccccc)SC;0,0,0,0;0,1,0,0;False;False
3005;cccc(c)C(N)C(=O)NC1CNC1=O;0,0,0,0;0,1,0,0;False;False
3006;cccccC(N)C(=O)NC1CNC1=O;0,0,0,0;0,1,0,0;False;False
3007;ccccC(N)C(=O)NC1C(=O)NC1S;0,0,0,0;0,1,0,0;False;False
3008;O=C(Cc1ccccc1)NC1CNC1=O;0,0,0,0;0,1,1,0;False;False
3009;cccc(c)CC(=O)NC1C(=O)NC1S;0,0,0,0;0,1,1,0;False;False
3010;cccccCC(=O)NC1C(=O)NC1S;0,0,0,0;0,1,1,0;False;False
3011;ccccCC(=O)NC1C(=O)NC1SC;0,0,0,0;0,1,1,0;False;False
3012;NC(=O)CNC(=O)C(N)c1ccccc1;0,0,0,0;0,1,0,0;False;False
3013;NCCNC(=O)C(N)c1ccccc1;0,0,0,0;0,1,0,0;False;False
3014;cccc(c)C(N)C(=O)NCC(N)S;0,0,0,0;0,1,0,0;False;False
3015;cccccC(N)C(=O)NCC(N)S;0,0,0,0;0,1,0,0;False;False
3016;ccccC(N)C(=O)NCC(N)SC;0,0,0,0;0,1,0,0;False;False
3017;NC(S)CNC(=O)Cc1ccccc1;0,0,0,0;0,1,1,0;False;False
3018;cccc(c)CC(=O)NCC(N)SC;0,0,0,0;0,1,1,0;False;False
3019;cccccCC(=O)NCC(N)SC;0,0,0,0;0,1,1,0;False;False
3020;CC(C=O)NC(=O)C(N)c1ccccc1;0,0,0,0;0,1,0,0;False;False
3021;cccc(c)C(N)C(=O)NC(C=O)CS;0,0,0,0;0,1,0,0;False;False
3022;cccccC(N)C(=O)NC(C=O)CS;0,0,0,0;0,1,0,0;False;False
3023;ccccC(N)C(=O)NC(C=O)CSC;0,0,0,0;0,1,0,0;False;False
3024;O=CC(CS)NC(=O)Cc1ccccc1;0,0,0,0;0,1,1,0;False;False
3025;cccc(c)CC(=O)NC(C=O)CSC;0,0,0,0;0,1,1,0;False;False
3026;cccccCC(=O)NC(C=O)CSC;0,0,0,0;0,1,1,0;False;False
3027;NC(C(=O)NCCS)c1ccccc1;0,0,0,0;0,1,0,0;False;False
3028;cccc(c)C(N)C(=O)NCCSC;0,0,0,0;0,1,0,0;False;False
3029;cccccC(N)C(=O)NCCSC;0,0,0,0;0,1,0,0;False;False
3030;CSCCNC(=O)Cc1ccccc1;0,0,0,0;0,1,1,0;False;False
3031;cC(N)C(=O)NC1CN(C(C(=O)O)=C(C)C)C1=O;0,0,0,0;0,1,0,0;False;False
3032;CC1=C(C(=O)O)N2C(=O)C(NC(=O)CN)C2SC1;0,0,0,0;0,1,0,0;False;False
3033;ccCC(=O)NC1CN(C(C(=O)O)=C(C)C)C1=O;0,0,0,0;0,1,0,0;False;False
3034;cCC(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12;0,0,0,0;0,1,0,0;False;False
3035;ccC(N)C(=O)NCC(=O)NC(C(=O)O)=C(C)C;0,0,0,0;0,1,0,0;False;False
3036;cC(N)C(=O)NCC(=O)NC(C(=O)O)=C(C)CS;0,0,0,0;0,1,0,0;False;False
3037;cc(c)CC(=O)NCC(=O)NC(C(=O)O)=C(C)C;0,0,0,0;0,1,0,0;False;False
